entry_id,sense_id,ex_id,example_alt_raw,example_alt_norm,example_ru,source_note,raw_line
15205,1,1,"Энемди ыраактаҥ кöрӱп отурарымда, оныҥ поэт-чӱмдеечи болуп јайалганы кöрӱнет","энемди ыраактаҥ кöрӱп отурарымда, оныҥ поэт-чӱмдеечи болуп јайалганы кöрӱнет","Когда смотрю на мать издалека, видится, что она создана быть поэтом- сочинителем",Д. Маскина,"Энемди ыраактаҥ кöрӱп отурарымда, оныҥ поэт-чӱмдеечи болуп јайалганы кöрӱнет (Д. Маскина) Когда смотрю на мать издалека, видится, что она создана быть поэтом- сочинителем"
15207,1,1,"Jе кандый да соок бÿдÿштÿ военный улустар оны солдаттарга jууктатпай, перронноҥ ырада сÿргÿлеп тургулайт","jе кандый да соок бÿдÿштÿ военный улустар оны солдаттарга jууктатпай, перронноҥ ырада сÿргÿлеп тургулайт","Но какие-то военные люди с холодными лицами, не подпуская её к солдатам, прогоняют подальше от перрона",Л. Кокышев,"Jе кандый да соок бÿдÿштÿ военный улустар оны солдаттарга jууктатпай, перронноҥ ырада сÿргÿлеп тургулайт (Л. Кокышев) Но какие-то военные люди с холодными лицами, не подпуская её к солдатам, прогоняют подальше от перрона"
15211,1,1,…Нени ыралап-jоролоп алгастанып отурыҥ?,…нени ыралап-jоролоп алгастанып отурыҥ?,"…Какую беду предчувствуя, сходишь с ума?",Э. Тоюшев,"…Нени ыралап-jоролоп алгастанып отурыҥ? (Э. Тоюшев) …Какую беду предчувствуя, сходишь с ума?"
15212,1,1,Ажындыра не ыраланар...,ажындыра не ыраланар...,"Зачем заранее навлекать беду… - ат ӱстинеҥ ашкан деп угулар, айса база не- не болгон дежер (Э. Тоюшев) Навлекающее беду дело. Когда он будет поступать так, что-нибудь [да] произойдёт, то ли услышим, что с коня упал, или скажут, ещё что-нибудь случилось",Э. Тоюшев,"Ажындыра не ыраланар... (Э. Тоюшев) Зачем заранее навлекать беду… - ат ӱстинеҥ ашкан деп угулар, айса база не- не болгон дежер (Э. Тоюшев) Навлекающее беду дело. Когда он будет поступать так, что-нибудь [да] произойдёт, то ли услышим, что с коня упал, или скажут, ещё что-нибудь случилось"
15212,1,2,"Тооргы – кара аҥ, толынтылу, ыралу","тооргы – кара аҥ, толынтылу, ыралу","Кабарга – нечистое животное, берущее что-либо взамен, навлекающее беду",АД,"Тооргы – кара аҥ, толынтылу, ыралу (АД) Кабарга – нечистое животное, берущее что-либо взамен, навлекающее беду"
15213,1,1,"…Öскö јаҥныҥ кереестерин айыл-јурттаҥ ырадып, … оныҥ јаҥын јаҥдабай барза, кижиниҥ… санаа-кӱӱни јарып, токынай берер","…öскö јаҥныҥ кереестерин айыл-јурттаҥ ырадып, … оныҥ јаҥын јаҥдабай барза, кижиниҥ… санаа-кӱӱни јарып, токынай берер","… Когда, удалив из дома предметы другой веры, …перестанет соблюдать обычаи той веры, у человека…мысли, проясняясь, успокоятся",АД,"…Öскö јаҥныҥ кереестерин айыл-јурттаҥ ырадып, … оныҥ јаҥын јаҥдабай барза, кижиниҥ… санаа-кӱӱни јарып, токынай берер (АД) … Когда, удалив из дома предметы другой веры, …перестанет соблюдать обычаи той веры, у человека…мысли, проясняясь, успокоятся"
15213,1,2,"Кижиниҥ кӱӱниле ойнобой, ырадып салдым","кижиниҥ кӱӱниле ойнобой, ырадып салдым","Не играя с чувствами человека, [я его от себя] отдалила",Д. Маскина,"Кижиниҥ кӱӱниле ойнобой, ырадып салдым (Д. Маскина) Не играя с чувствами человека, [я его от себя] отдалила"
15214,1,1,"Карган аҥчы jepгe jӱpeлe, келген кижиге jолыгаpга тап ла эдер, je эрмектешкен соҥында, ол кижиниҥ ле бойыныҥ ортозындагы колбулар ыражып калганын ич сезимиле jазымы jогынаҥ билип ийер","карган аҥчы jepгe jӱpeлe, келген кижиге jолыгаpга тап ла эдер, je эрмектешкен соҥында, ол кижиниҥ ле бойыныҥ ортозындагы колбулар ыражып калганын ич сезимиле jазымы jогынаҥ билип ийер","Старый охотник кинется, чтобы встретиться с человеком, ездившим на охоту, но после того, как поговорит с ним, безошибочно почувствует то, что между тем человеком и им самим связи стали дальше (букв. отдалились)",Э. Тоюшев,"Карган аҥчы jepгe jӱpeлe, келген кижиге jолыгаpга тап ла эдер, je эрмектешкен соҥында, ол кижиниҥ ле бойыныҥ ортозындагы колбулар ыражып калганын ич сезимиле jазымы jогынаҥ билип ийер (Э. Тоюшев) Старый охотник кинется, чтобы встретиться с человеком, ездившим на охоту, но после того, как поговорит с ним, безошибочно почувствует то, что между тем человеком и им самим связи стали дальше (букв. отдалились)"
15215,1,1,Бисти кем де ыраштырбас,бисти кем де ыраштырбас,Нас никто не разлучит,Д. Маскина,Бисти кем де ыраштырбас (Д. Маскина) Нас никто не разлучит
15216,1,1,"Канай-канай келишпей калза [межиктиҥ узуны ла тууразы кижиниҥ сынына], божогон кижиниҥ кийнинеҥ база јуук кижи атанарыныҥ ыра-ырымы","канай-канай келишпей калза [межиктиҥ узуны ла тууразы кижиниҥ сынына], божогон кижиниҥ кийнинеҥ база јуук кижи атанарыныҥ ыра-ырымы","Если как-нибудь не совпадёт [длина и ширина гроба с ростом человека], это плохой знак того, что вслед за покойником отправится близкий человек",АД,"Канай-канай келишпей калза [межиктиҥ узуны ла тууразы кижиниҥ сынына], божогон кижиниҥ кийнинеҥ база јуук кижи атанарыныҥ ыра-ырымы (АД) Если как-нибудь не совпадёт [длина и ширина гроба с ростом человека], это плохой знак того, что вслед за покойником отправится близкий человек"
15217,1,1,"Ичегенинеҥ чыгала, [айу]…ырбай берер","ичегенинеҥ чыгала, [айу]…ырбай берер","Выйдя из берлоги, [медведь]… уйдёт",Э. Тоюшев,"Ичегенинеҥ чыгала, [айу]…ырбай берер (Э. Тоюшев) Выйдя из берлоги, [медведь]… уйдёт"
15220,1,1,"Тодош кижи кайыҥ кеспес, иркит кижи ыргай кеспес энчилӱ байысты кем тудар…","тодош кижи кайыҥ кеспес, иркит кижи ыргай кеспес энчилӱ байысты кем тудар…","Кто будет соблюдать завещанный [предками] запрет о том, что человек из рода тодош не должен срубать берёзу, [а] человек из рода иркит не должен срубать вереск…",Д. Маскина,"Тодош кижи кайыҥ кеспес, иркит кижи ыргай кеспес энчилӱ байысты кем тудар… (Д. Маскина) Кто будет соблюдать завещанный [предками] запрет о том, что человек из рода тодош не должен срубать берёзу, [а] человек из рода иркит не должен срубать вереск…"
15221,1,1,"Кӱйӱгердеҥ эмди кижи болор та јок, чобразы јок кӱски будактый ыргайа кадып калган","кӱйӱгердеҥ эмди кижи болор та јок, чобразы јок кӱски будактый ыргайа кадып калган","Зять ваш теперь то ли оправится, то ли нет (букв. будет из него человек или нет): похудел, высохнув, как осенний сук без коры",Д. Маскина,"Кӱйӱгердеҥ эмди кижи болор та јок, чобразы јок кӱски будактый ыргайа кадып калган (Д. Маскина) Зять ваш теперь то ли оправится, то ли нет (букв. будет из него человек или нет): похудел, высохнув, как осенний сук без коры"
15224,1,1,"Кӧчӧй суузап калгандый, оны [папиросты] тижи ырјайып, макадып, соруп-соруп туру","кӧчӧй суузап калгандый, оны [папиросты] тижи ырјайып, макадып, соруп-соруп туру","Кёчёй, словно испытывающий жажду, скаля зубы, наслаждаясь, посасывает её [папиросу]",А. Ередеев,"Кӧчӧй суузап калгандый, оны [папиросты] тижи ырјайып, макадып, соруп-соруп туру (А. Ередеев) Кёчёй, словно испытывающий жажду, скаля зубы, наслаждаясь, посасывает её [папиросу]"
15227,1,1,"Борондой эштиҥ jанын öдö конойын ла деп jадаpда, Кöстӱк деген ийт удура ыркыранып ла келди","борондой эштиҥ jанын öдö конойын ла деп jадаpда, кöстӱк деген ийт удура ыркыранып ла келди","Как только собрался пройти мимо [дома] Борондоя, собака по кличке Кёстюк, рыча, подалась навстречу ыркыраныжып, кыйгастаныжып турганча, ол табыштаҥ jалбагынаҥ jаткан тӱлкӱ ойгонып келген (Н. Ялатов) Пока серые волки рычали, сердились друг на друга, лиса, лежавшая на боку, проснулась от этого шума",Э. Тоюшев,"Борондой эштиҥ jанын öдö конойын ла деп jадаpда, Кöстӱк деген ийт удура ыркыранып ла келди (Э. Тоюшев) Как только собрался пройти мимо [дома] Борондоя, собака по кличке Кёстюк, рыча, подалась навстречу ыркыраныжып, кыйгастаныжып турганча, ол табыштаҥ jалбагынаҥ jаткан тӱлкӱ ойгонып келген (Н. Ялатов) Пока серые волки рычали, сердились друг на друга, лиса, лежавшая на боку, проснулась от этого шума"
15228,1,1,"Ачынганына Казардыҥ кöкси кӱрдейип калган, ыркыраныжы токтоголок","ачынганына казардыҥ кöкси кӱрдейип калган, ыркыраныжы токтоголок","От того, что он рассердился, у Казара грудь выпятилась, рычание не прекратилось",Э. Тоюшев,"Ачынганына Казардыҥ кöкси кӱрдейип калган, ыркыраныжы токтоголок (Э. Тоюшев) От того, что он рассердился, у Казара грудь выпятилась, рычание не прекратилось"
15232,1,1,"Jайзаҥ ширдекти ойто jайа салып, ӱстине балбайып отурала, …ийт чилеп тиштерин ырсайтып, кара сагалга бастырган телбек чырайыла кӱлӱмзиренип айтты…","jайзаҥ ширдекти ойто jайа салып, ӱстине балбайып отурала, …ийт чилеп тиштерин ырсайтып, кара сагалга бастырган телбек чырайыла кӱлӱмзиренип айтты…","Зайсан, снова расстелив коврик, сев, развалившись на нем, …оскалив, как собака, зубы, улыбаясь широким лицом, покрытым чёрной бородой, произнёс…",Ч. Чунижеков,"Jайзаҥ ширдекти ойто jайа салып, ӱстине балбайып отурала, …ийт чилеп тиштерин ырсайтып, кара сагалга бастырган телбек чырайыла кӱлӱмзиренип айтты… (Ч. Чунижеков) Зайсан, снова расстелив коврик, сев, развалившись на нем, …оскалив, как собака, зубы, улыбаясь широким лицом, покрытым чёрной бородой, произнёс…"
15238,1,1,Эрjинелÿ ак-бороныҥ Ырылган jаагы jазылды…,эрjинелÿ ак-бороныҥ ырылган jаагы jазылды…,У драгоценного бело- серого [коня] Порванные щёки зажили…,АБ,Эрjинелÿ ак-бороныҥ Ырылган jаагы jазылды… (АБ) У драгоценного бело- серого [коня] Порванные щёки зажили…
15238,1,2,айландыра jер ырылган земля вокруг изрыта - Андый немениҥ ырымы да jаман!,айландыра jер ырылган земля вокруг изрыта - андый немениҥ ырымы да jаман!,У такого и предсказание плохое!,Э. Тоюшев,айландыра jер ырылган земля вокруг изрыта - Андый немениҥ ырымы да jаман! (Э. Тоюшев) У такого и предсказание плохое!
15238,1,3,Айса коройтоныныҥ ырымы ба?,айса коройтоныныҥ ырымы ба?,"Или [это] предсказание потери (букв. о том, что меньше станет)?",Д. Маскина,"Айса коройтоныныҥ ырымы ба? (Д. Маскина) Или [это] предсказание потери (букв. о том, что меньше станет)?"
15239,1,1,Jаан jаштyлаp – jажыт эмес – jазымы jогынаҥ келерликти ырымдап ла билип отурар,jаан jаштyлаp – jажыт эмес – jазымы jогынаҥ келерликти ырымдап ла билип отурар,"Не тайна ведь, что старики безошибочно будущее предсказывали и знали",Э. Тоюшев,"Jаан jаштyлаp – jажыт эмес – jазымы jогынаҥ келерликти ырымдап ла билип отурар (Э. Тоюшев) Не тайна ведь, что старики безошибочно будущее предсказывали и знали"
15241,1,1,"Кулаштай базып турала, элгектиҥ алтыгы тужынаҥ ала чип ле чике суу jааp ырынты jазады","кулаштай базып турала, элгектиҥ алтыгы тужынаҥ ала чип ле чике суу jааp ырынты jазады","Шагая, отмеряя саженями, начиная с нижней стороны просеивателя, он сделал рытвину прямо к реке",Э. Тоюшев,"Кулаштай базып турала, элгектиҥ алтыгы тужынаҥ ала чип ле чике суу jааp ырынты jазады (Э. Тоюшев) Шагая, отмеряя саженями, начиная с нижней стороны просеивателя, он сделал рытвину прямо к реке"
15242,1,1,Кижиниҥ ырызы јаҥыс эмес деп јаандарыс айдыжатан,кижиниҥ ырызы јаҥыс эмес деп јаандарыс айдыжатан,"Старики говорили, что у человека счастье не одно",Д. Маскина,"Кижиниҥ ырызы јаҥыс эмес деп јаандарыс айдыжатан (Д. Маскина) Старики говорили, что у человека счастье не одно"
15243,1,1,Олор ырыстап баратан jииттер,олор ырыстап баратан jииттер,"Они молодые, которые отправятся искать счастья",J. Каинчин,"Олор ырыстап баратан jииттер (J. Каинчин) Они молодые, которые отправятся искать счастья"
15244,1,1,Ойто ырысту öй келер,ойто ырысту öй келер,Снова счастливое время придёт,АД,Ойто ырысту öй келер (АД) Снова счастливое время придёт
15249,1,1,"Эрлер jеpинде јӱpген болзо, ал- тӱмен jеpдеҥ [кеме] ыскытталар эди бе?","эрлер jеpинде јӱpген болзо, ал- тӱмен jеpдеҥ [кеме] ыскытталар эди бе?","Если бы мужчины были здесь (букв. на своей земле), разве [лодка] во многих местах была бы залатана?",Э. Тоюшев,"Эрлер jеpинде јӱpген болзо, ал- тӱмен jеpдеҥ [кеме] ыскытталар эди бе? (Э. Тоюшев) Если бы мужчины были здесь (букв. на своей земле), разве [лодка] во многих местах была бы залатана?"
15253,1,1,Топшууры ычкындырылып калган,топшууры ычкындырылып калган,Топшуур его выпал [из рук],Д. Каинчин,Топшууры ычкындырылып калган (Д. Каинчин) Топшуур его выпал [из рук]
15253,1,2,"Толкулар уур тынып, кöдӱрилип келген бойынча, кемеге согуларда, кайыктар арай- арай ла ычкындырыла бербей туру","толкулар уур тынып, кöдӱрилип келген бойынча, кемеге согуларда, кайыктар арай- арай ла ычкындырыла бербей туру","Когда волны, тяжело вздыхая, приподнявшись, бьются о лодку, вёсла чуть не выпадают [из рук]",Э. Тоюшев,"Толкулар уур тынып, кöдӱрилип келген бойынча, кемеге согуларда, кайыктар арай- арай ла ычкындырыла бербей туру (Э. Тоюшев) Когда волны, тяжело вздыхая, приподнявшись, бьются о лодку, вёсла чуть не выпадают [из рук]"
15255,1,1,Киҥзÿ ыштаҥ ла таарыныҥ jыдынаҥ тынарга да болбос,киҥзÿ ыштаҥ ла таарыныҥ jыдынаҥ тынарга да болбос,От зловонного дыма и запаха пороха даже дышать невозможно,Л. Кокышев,Киҥзÿ ыштаҥ ла таарыныҥ jыдынаҥ тынарга да болбос (Л. Кокышев) От зловонного дыма и запаха пороха даже дышать невозможно
15257,2,1,"Jаанак аарчыны, оогош теертпектер чилеп, тегерийте тудала, оны кургадарга ла ыштаарга болуп, адыска jайала, артпакка чыгарып салган","jаанак аарчыны, оогош теертпектер чилеп, тегерийте тудала, оны кургадарга ла ыштаарга болуп, адыска jайала, артпакка чыгарып салган","Бабушка, слепив аарчы, придав им округлую форму, словно маленьким лепёшкам, чтобы просушить и прокоптить его, расстелив на деревянную решётку, подняла на шест над очагом",И. Сабашкин,"Jаанак аарчыны, оогош теертпектер чилеп, тегерийте тудала, оны кургадарга ла ыштаарга болуп, адыска jайала, артпакка чыгарып салган (И. Сабашкин) Бабушка, слепив аарчы, придав им округлую форму, словно маленьким лепёшкам, чтобы просушить и прокоптить его, расстелив на деревянную решётку, подняла на шест над очагом"
15257,3,2,"Чакпы салзаар, ичегени [öркöчöктиҥ] он айры ӧткӱштерлӱ. […]. Ыштап та болбозоор","чакпы салзаар, ичегени [öркöчöктиҥ] он айры ӧткӱштерлӱ. […]. ыштап та болбозоор","Если поставите капкан, нора [у суслика] с десятью разветвлёнными проходами. […]. И выкурить не сможете.",ЭЭ,"Чакпы салзаар, ичегени [öркöчöктиҥ] он айры ӧткӱштерлӱ. […]. Ыштап та болбозоор (ЭЭ) Если поставите капкан, нора [у суслика] с десятью разветвлёнными проходами. […]. И выкурить не сможете."
15259,1,1,"Ӱлӱш одын узак кÿйбей, мыжылдап, тыҥ ышталып турды","ӱлӱш одын узак кÿйбей, мыжылдап, тыҥ ышталып турды","Мокрые дрова, долго не разгораясь, шипя, сильно дымились",Л. Кокышев,"Ӱлӱш одын узак кÿйбей, мыжылдап, тыҥ ышталып турды (Л. Кокышев) Мокрые дрова, долго не разгораясь, шипя, сильно дымились"
15261,1,1,Катап ла мениҥ кӧксиме эрке кыстыҥ кебери эбелди,катап ла мениҥ кӧксиме эрке кыстыҥ кебери эбелди,В моей душе снова возник об- раз милой девушки,Л. Кокышев,Катап ла мениҥ кӧксиме эрке кыстыҥ кебери эбелди (Л. Кокышев) В моей душе снова возник об- раз милой девушки
15261,1,2,Оныҥ кӧзиниҥ алдына ол кысла сок јаҥыс туштажу јаҥыс катап эбелген эмес,оныҥ кӧзиниҥ алдына ол кысла сок јаҥыс туштажу јаҥыс катап эбелген эмес,Перед его глазами не раз возникала одна единственная встреча с той девушкой,Б. Укачин,Оныҥ кӧзиниҥ алдына ол кысла сок јаҥыс туштажу јаҥыс катап эбелген эмес (Б. Укачин) Перед его глазами не раз возникала одна единственная встреча с той девушкой
15263,1,1,"Оныҥ [Байрам Суркашевтиҥ] јакшы де- ген ӱлгерлери эмдиги öй, јадын-јӱрӱм ке- регинде тереҥ санаалар эбелтет…","оныҥ [байрам суркашевтиҥ] јакшы де- ген ӱлгерлери эмдиги öй, јадын-јӱрӱм ке- регинде тереҥ санаалар эбелтет…","Его [Байрама Суркашева] лучшие стихи застав- ляют напоминать о современном времени, жизни…",АЧ,"Оныҥ [Байрам Суркашевтиҥ] јакшы де- ген ӱлгерлери эмдиги öй, јадын-јӱрӱм ке- регинде тереҥ санаалар эбелтет… (АЧ) Его [Байрама Суркашева] лучшие стихи застав- ляют напоминать о современном времени, жизни…"
15270,1,1,энезиниҥ тӧжӧгиниҥ јанына келди,энезиниҥ тӧжӧгиниҥ јанына келди,"Дьейнек, тихо встав с постели, обой- дя вокруг огня, подошла к постели матери",С. Ма- нитов,"энезиниҥ тӧжӧгиниҥ јанына келди (С. Ма- нитов) Дьейнек, тихо встав с постели, обой- дя вокруг огня, подошла к постели матери"
15270,1,2,"Jалаҥдарды бӱркеген jӱзӱн-базын ӧҥдӱ че- чектер де, jаҥы-jаҥы ла бӱрлери jайылган агаштар да, эбире турган кырлар да – он- чозы кижини сӱӱндирет","jалаҥдарды бӱркеген jӱзӱн-базын ӧҥдӱ че- чектер де, jаҥы-jаҥы ла бӱрлери jайылган агаштар да, эбире турган кырлар да – он- чозы кижини сӱӱндирет","И разноцветные цветы, покрывающие поля, и только что распустившиеся деревья, и горы, стоящие кругом – всё это радует человека",Д. Каинчин,"Jалаҥдарды бӱркеген jӱзӱн-базын ӧҥдӱ че- чектер де, jаҥы-jаҥы ла бӱрлери jайылган агаштар да, эбире турган кырлар да – он- чозы кижини сӱӱндирет (Д. Каинчин) И разноцветные цветы, покрывающие поля, и только что распустившиеся деревья, и горы, стоящие кругом – всё это радует человека"
15274,1,1,"Эмди ол ончо кӧстӧрди, оны эбирил- ген чырайларды танып jат","эмди ол ончо кӧстӧрди, оны эбирил- ген чырайларды танып jат","Сей- час он узнаёт все глаза, все лица, которые его окружают",К. Кошев,"Эмди ол ончо кӧстӧрди, оны эбирил- ген чырайларды танып jат (К. Кошев) Сей- час он узнаёт все глаза, все лица, которые его окружают"
15275,1,1,Оноҥ удабай ол эбирилчиктиҥ ары јанында койу кара тӱнде јылыйып калган,оноҥ удабай ол эбирилчиктиҥ ары јанында койу кара тӱнде јылыйып калган,Потом он вскоре исчез за пово- ротом в густой тёмной ночи - ды было неожиданное поворачивание назад,А. Адаров,Оноҥ удабай ол эбирилчиктиҥ ары јанында койу кара тӱнде јылыйып калган (А. Адаров) Потом он вскоре исчез за пово- ротом в густой тёмной ночи - ды было неожиданное поворачивание назад
15280,1,1,Алтай јылтоолошло бежинчи эбиртӱзи толуп јатканыла уткыйдыс,алтай јылтоолошло бежинчи эбиртӱзи толуп јатканыла уткыйдыс,Поздравляем с наступлением пятого (календарного) цикла по алтайскому календарю,АЧ,Алтай јылтоолошло бежинчи эбиртӱзи толуп јатканыла уткыйдыс (АЧ) Поздравляем с наступлением пятого (календарного) цикла по алтайскому календарю
15287,1,1,"Бир катап изӱ кӱнде ийдичек уйазыныҥ кӧлӧткӧзинде серӱӱнденип јаткан. Тилин уштыйла, эгиштеп","бир катап изӱ кӱнде ийдичек уйазыныҥ кӧлӧткӧзинде серӱӱнденип јаткан. тилин уштыйла, эгиштеп","Однажды в жаркий день щенок лежал, охлаждаясь в тени своей конуры, высунув язык и прерывисто дыша",И. Шин- жин,"Бир катап изӱ кӱнде ийдичек уйазыныҥ кӧлӧткӧзинде серӱӱнденип јаткан. Тилин уштыйла, эгиштеп (И. Шин- жин) Однажды в жаркий день щенок лежал, охлаждаясь в тени своей конуры, высунув язык и прерывисто дыша"
15290,1,1,Эчкиниҥ балазын платьезиниҥ эде- гине салып алды,эчкиниҥ балазын платьезиниҥ эде- гине салып алды,Положила козлёнка на подол своего платья,Л. Кокышев,Эчкиниҥ балазын платьезиниҥ эде- гине салып алды (Л. Кокышев) Положила козлёнка на подол своего платья
15298,1,1,"Кезик байлар Карчаганы айлы- на кычырып, эјегейле, эдимекле, кезикте бешбармакла да азырап туратан","кезик байлар карчаганы айлы- на кычырып, эјегейле, эдимекле, кезикте бешбармакла да азырап туратан","Некоторые богачи, приглашая Карчагу до- мой, кормили варёным творогом, подонками топлёного масла, а иногда даже и бешбарма- ком",И. Шодо- ев,"Кезик байлар Карчаганы айлы- на кычырып, эјегейле, эдимекле, кезикте бешбармакла да азырап туратан (И. Шодо- ев) Некоторые богачи, приглашая Карчагу до- мой, кормили варёным творогом, подонками топлёного масла, а иногда даже и бешбарма- ком"
15299,2,1,"Слер, Шуну, бу турна- байды эдинип койыгар…","слер, шуну, бу турна- байды эдинип койыгар…","Вы, Шуну, используйте этот бинокль…",И. Шинжин,"Слер, Шуну, бу турна- байды эдинип койыгар… (И. Шинжин) Вы, Шуну, используйте этот бинокль…"
15311,1,1,"Ӱч келинниҥ бирӱзи де ийне тудуп кӧктӧп билбес, эдрек алып ийлеп билбес, кӱйген тӧҥӧштӧрдий отурдылар","ӱч келинниҥ бирӱзи де ийне тудуп кӧктӧп билбес, эдрек алып ийлеп билбес, кӱйген тӧҥӧштӧрдий отурдылар",Никто из троих женщин не умел дер-,С. Сура- заков,"Ӱч келинниҥ бирӱзи де ийне тудуп кӧктӧп билбес, эдрек алып ийлеп билбес, кӱйген тӧҥӧштӧрдий отурдылар (С. Сура- заков) Никто из троих женщин не умел дер-"
15318,2,1,Адамныҥ эјези мында јадып турган. Ба- рып кӧрӱп ийзе канайдар?,адамныҥ эјези мында јадып турган. ба- рып кӧрӱп ийзе канайдар?,Здесь живёт моя тётя. Почему бы не пойти и посмотреть [её]?,Б. Укачин,Адамныҥ эјези мында јадып турган. Ба- рып кӧрӱп ийзе канайдар? (Б. Укачин) Здесь живёт моя тётя. Почему бы не пойти и посмотреть [её]?
15339,1,1,Ундылып калган немелер эзелип кел- ген,ундылып калган немелер эзелип кел- ген,"Вспомнилось забытое (букв. то, что забылось)",А. Адаров,"Ундылып калган немелер эзелип кел- ген (А. Адаров) Вспомнилось забытое (букв. то, что забылось)"
15340,2,1,"Владимир Николаевич юбилярга ырыс, су-кадык ла билезине эҥке-тоҥко кӱӱнзеген ле эзем сый табыштырган","владимир николаевич юбилярга ырыс, су-кадык ла билезине эҥке-тоҥко кӱӱнзеген ле эзем сый табыштырган","Владимир Николаевич пожелал юбиляру сча- стья, здоровья, благополучия в семье и вру- чил памятный подарок",АЧ,"Владимир Николаевич юбилярга ырыс, су-кадык ла билезине эҥке-тоҥко кӱӱнзеген ле эзем сый табыштырган (АЧ) Владимир Николаевич пожелал юбиляру сча- стья, здоровья, благополучия в семье и вру- чил памятный подарок"
15341,3,1,"«Эре-ел! Эзен артсаҥ, ӧчиҥ ал!»","эре-ел! эзен артсаҥ, ӧчиҥ ал!","«Эре-ел! Останешься живым, отомсти!»",А. Адаров,"«Эре-ел! Эзен артсаҥ, ӧчиҥ ал!» (А. Адаров) «Эре-ел! Останешься живым, отомсти!»"
15342,1,1,"Jергелей кӧзин ачып, катап ла эјезиниҥ айлында болгонын эзенет","jергелей кӧзин ачып, катап ла эјезиниҥ айлында болгонын эзенет","Дьергелей, открыв глаза, снова припоминает, как была дома у сестры",Л. Кокышев,"Jергелей кӧзин ачып, катап ла эјезиниҥ айлында болгонын эзенет (Л. Кокышев) Дьергелей, открыв глаза, снова припоминает, как была дома у сестры"
15343,2,1,"Эзен- амыр јӱргенисти ары-бери јӱрген улус ажыра угужып, бой-бойыска эзен айтты- рып јӱргенис","эзен- амыр јӱргенисти ары-бери јӱрген улус ажыра угужып, бой-бойыска эзен айтты- рып јӱргенис","Мы передавали приветы через проезжающих людей, спраши- вая о здоровье и о жизни друг друга",Б. Укачин,"Эзен- амыр јӱргенисти ары-бери јӱрген улус ажыра угужып, бой-бойыска эзен айтты- рып јӱргенис (Б. Укачин) Мы передавали приветы через проезжающих людей, спраши- вая о здоровье и о жизни друг друга"
15344,1,1,"Эзен болзын, турналар, эзенде јылда ойто ке- лигер","эзен болзын, турналар, эзенде јылда ойто ке- лигер","До свидания, журавли, в будущем году возвращайтесь опять",Э. Тоюшев,"Эзен болзын, турналар, эзенде јылда ойто ке- лигер (Э. Тоюшев) До свидания, журавли, в будущем году возвращайтесь опять"
15351,1,1,Министр конкурстыҥ ӧдӧри 24 јыл кайра башталганын эзеткен,министр конкурстыҥ ӧдӧри 24 јыл кайра башталганын эзеткен,"Министр напом- нил, что конкурс начал проводиться 24 года назад",АЧ,"Министр конкурстыҥ ӧдӧри 24 јыл кайра башталганын эзеткен (АЧ) Министр напом- нил, что конкурс начал проводиться 24 года назад"
15355,1,1,Ротмир тыҥ эзирип баштады,ротмир тыҥ эзирип баштады,Ротмир начал сильно пьянеть,Л. Кокышев,Ротмир тыҥ эзирип баштады (Л. Кокышев) Ротмир начал сильно пьянеть
15356,2,1,"Алдын- да ӧйдӧ Арина нени де билбес, јӱрӱмнеҥ эзирик келин болгон","алдын- да ӧйдӧ арина нени де билбес, јӱрӱмнеҥ эзирик келин болгон","В преж- нее время Арина была не знающей ничего, опьянённой жизнью молодой женщиной",Л. Кокышев,"Алдын- да ӧйдӧ Арина нени де билбес, јӱрӱмнеҥ эзирик келин болгон (Л. Кокышев) В преж- нее время Арина была не знающей ничего, опьянённой жизнью молодой женщиной"
15356,3,2,"Кандый бир эзи- рик туштаган болзо кайдат, штрафтайла, столовыйдаҥ ажанып алар эдим","кандый бир эзи- рик туштаган болзо кайдат, штрафтайла, столовыйдаҥ ажанып алар эдим","Хоть бы встретился какой-нибудь пья- ница, оштрафовал бы его и поел в столовой",Л. Кокы- шев,"Кандый бир эзи- рик туштаган болзо кайдат, штрафтайла, столовыйдаҥ ажанып алар эдим (Л. Кокы- шев) Хоть бы встретился какой-нибудь пья- ница, оштрафовал бы его и поел в столовой"
15360,1,1,"Эйе, ирбисти городтыҥ музейинде кӧргӧм","эйе, ирбисти городтыҥ музейинде кӧргӧм","Да, [я] видел барса в музее города",Б. Укачин,"Эйе, ирбисти городтыҥ музейинде кӧргӧм (Б. Укачин) Да, [я] видел барса в музее города"
15370,1,1,"Одой jаскыда келип барган болгон, Аринага торко арчуул, кызына jаскы тон экелген","одой jаскыда келип барган болгон, аринага торко арчуул, кызына jаскы тон экелген","Одой приезжал весной, Ари- не привёз шёлковый платок, дочери – весен- нее пальто",Л. Кокышев,"Одой jаскыда келип барган болгон, Аринага торко арчуул, кызына jаскы тон экелген (Л. Кокышев) Одой приезжал весной, Ари- не привёз шёлковый платок, дочери – весен- нее пальто"
